,index,title,description,image,url,k_means
1109,1109,Theater Maas ,Wekelijks blikt Cornald Maas in het nieuwe programma met een bekende podiumkunstenaar vooruit op wat er nu online en stráks in de theaters te zien is.,https://images.npo.nl/header/2560x1440/Theater_Maas_-_Cornald_Maas_Fotocredits_Sabrina_Bongiovanni_cdn_header-1613477101.jpg,https://www.npostart.nl/theater-maas/AT_300000391,2
1110,1110,Doe alsof je thuis bent ,Verschillende gezinnen gaan vier dagen op vakantie in het huis van een ander. Ze wisselen met elkaar van woning om zo te ervaren hoe het is om vakantie te vieren in eigen land.,https://images.npo.nl/header/2560x1440/doe-alsof-je-thuis-bent-afl-1-fam-radstake_cdn_header-1597731849.jpg,https://www.npostart.nl/doe-alsof-je-thuis-bent/KN_1715785,10
1111,1111,Het Zandkasteel - Zoek mee aan zee ,"Sassa, Toto en Koning Koos, bekend van Het Zandkasteel, beleven in deze speciale afleveringen weer spannende avonturen. Sassa en Toto hebben de hulp van de kinderen thuis heel hard nodig. Door het interactieve karakter van deze serie zullen de kijkers thuis worden uitgedaagd om actief mee te zoeken, roepen, dansen en bewegen met hun favoriete vrienden!",https://images.npo.nl/header/2560x1440/188948.jpg,https://www.npostart.nl/het-zandkasteel-zoek-mee-aan-zee/POMS_S_NTR_124730,10
1112,1112,Avondlicht ,"In Avondlicht gaat Van de Pavert graag op zoek naar de ónbekende kant van zijn bekende gasten. En niet zijn spitsvondige vragen, maar een vlijmscherp montagemes is daarbij Van de Pavert's sterkste wapen.",https://images.npo.nl/header/2560x1440/sandervandepavertpersfoto039s05-434431_cdn_header-1587184137.jpg,https://www.npostart.nl/avondlicht/BV_101395618,11
1113,1113,Gouden momenten ,Carrie ten Napel neemt u mee in de Olympische geschiedenis van Nederlandse toppers.,https://images.npo.nl/header/2560x1440/780877.jpg,https://www.npostart.nl/gouden-momenten/POW_03311802,7
1114,1114,Jaap van Zweden dirigeert Beethovens Fidelio ,Jaap van Zweden dirigeert Beethovens Fidelio in de NTR ZaterdagMatinee.,https://images.npo.nl/header/2560x1440/jaap_van_zweden_cdn_header-1607616609.jpg,https://www.npostart.nl/jaap-van-zweden-dirigeert-beethovens-fidelio/POMS_S_NTR_16362355,2
1115,1115,Nederland van boven junior ,"Er was al een grote-mensen-versie maar 'Nederland van boven junior' is er voor jou! In acht afleveringen geeft presentator Jelle een eigen kijk op ons land. Want als je goed kijkt, is het nog gekker dan je denkt. En vanuit de lucht helemaal!",https://images.npo.nl/header/2560x1440/611907.jpg,https://www.npostart.nl/nederland-van-boven-junior/POMS_S_VPRO_397956,12
1116,1116,Ik laat je gaan ,"Ik laat je gaan is een korte documentaire over het zelfbeschikkingsrecht van psychiatrische patiënten, het verlangen naar rust en misschien wel het grootste offer dat een vader kan maken uit liefde voor zijn kind.",https://images.poms.omroep.nl/image/s2560/c2560x1440/560573.jpg,https://www.npostart.nl/ik-laat-je-gaan/POMS_S_HUMAN_763518,7
1117,1117,Grobbebollen maken lol ,"De Grobbebollen uit TiTaTovenaar spelen de hoofdrol in hun eigen cartoon. In deze korte, snelle en grappige verhaaltjes beleven Geeltje en Broer avonturen in en rondom het luchtkasteel. De pijlsnelle Geeltje en de slimmere Broer brouwen mislukte toverdrankjes, vliegen rond op bezems, proppen zich vol met taart, maken rotzooi, ruzie en vooral…………… héél veel lol!",https://images.poms.omroep.nl/image/s2560/c2560x1440/138921.jpg,https://www.npostart.nl/grobbebollen-maken-lol/POMS_S_AVRO_119902,2
1118,1118,NOS Kabinet ,Na een lange formatie is het zover; het nieuwe kabinet wordt op donderdag 26 oktober beëdigd. Het kabinet-Rutte III telt vele nieuwe ministers. Wie zijn ze en wat worden hun belangrijkste politieke punten?,https://images.npo.nl/header/2560x1440/bordesfoto-Beeld___Rijksoverheid_Valerie_Kuypers_cdn_header-1590110680.jpg,https://www.npostart.nl/nos-kabinet/NOSKabinetRutte,2
1119,1119,Whatever Forever: Douwe Bob ,,https://images.npo.nl/header/2560x1440/745068.jpg,https://www.npostart.nl/whatever-forever-douwe-bob/POMS_S_VARA_3896751,2
1120,1120,Frans Bauer: kerst in Ahoy' ,"Hoogtepunten van het concert van Frans Bauer, die op 21, 22 en 23 december opnieuw in een uitverkocht Ahoy' Rotterdam. Gedurende een drie uur durend spektakel trakteerde Frans zijn grote schare fans op een live show van ongekende allure! Frans Bauer werd hierbij terzijde gestaan door The First Showband, zijn backing vocals en The Dance Company. Uiteraard zingt hij al zijn grote hits afgewisseld met een aantal verrassende kerstnummers, diverse bijzondere verrassingen en speciale gasten!",https://images.poms.omroep.nl/image/s2560/c2560x1440/132919.jpg,https://www.npostart.nl/frans-bauer-kerst-in-ahoy/POMS_S_TROS_098857,9
1121,1121,Ganesh Jayanti ,Zo is er een verhaal dat verteld over Shiva en Parvati die aan het spelen waren in de hoedanigheid van olifanten. Daarna werd Ganesha geboren als een baby olifant. Toen Shiva en Parvati de vorm wilde veranderen van hun zoon veranderde alleen het lichaam maar niet het hoofd van hun kind,https://images.npo.nl/header/2560x1440/505852.jpg,https://www.npostart.nl/ganesh-jayanti/POMS_S_OHM_615727,2
1122,1122,Filemon en de Complotten ,"Sinds corona zijn de complottheorieën niet meer weg te denken uit de media. Critici vallen over elkaar heen; van 'je moet ze geen podium geven, want dat is gevaarlijk' tot 'je moet met ze in gesprek want anders radicaliseren ze'. Filemon Wesselink kiest het laatste en portretteert de complotdenker.",https://images.npo.nl/header/2560x1440/Filemon_en_de_complotten-1_cdn_header-1617886712.jpg,https://www.npostart.nl/filemon-en-de-complotten/BV_101404802,1
1123,1123,TatataTaal! ,"Met: stand-upcomedian Roel C. Verburg, tekstschrijver Ivo de Wijs en Koefnoen-maker Owen Schumacher. Afl.: Geheimtaal. Naast het Nederlands bestaan er in ons land tal van geheimtalen en kunsttalen. Die vormen een dunne rode draad in deze aflevering. Wat weten Roel, Ivo en Owen van het Klingon, Spokaans of Esperanto? Welk nieuw werk levert dit op? Presentatie: Erik van Muiswinkel.",https://images.npo.nl/header/2560x1440/142105.jpg,https://www.npostart.nl/tatatataal/POMS_S_NTR_125200,12
1124,1124,MORTEN ,"Morten is hard op weg om minister-president te worden, maar dan dreigt een geheim uit het verleden zijn reputatie te schaden. Hij doet werkelijk alles om te voorkomen dat zijn duistere verleden bekend wordt.",https://images.npo.nl/header/2560x1440/MORTEN_def_beeld_liggend_hires_cdn_header-1587157704.jpg,https://www.npostart.nl/morten/AT_2085908,4
1125,1125,Tjar A Lobi ,Registratie van de voorstelling Tjar A Lobi van Roué Verveer uit 2016.,https://images.npo.nl/header/2560x1440/Tjar_a_Lobi__NTR__cdn_header-1626964994.jpg,https://www.npostart.nl/tjar-a-lobi/POMS_S_NTR_16550045,9
1126,1126,Mijn beste vriend Marlon ,"Marlon en Hugo zijn al bevriend sinds de kleuterschool. Sander is nieuw op school en blijkt een alleskunner. Marlon wil hem beter leren kennen, maar Hugo is jaloers. Zal Marlon erin slagen zijn oude en zijn nieuwe vriend dichter bij elkaar te brengen?",https://images.npo.nl/header/2560x1440/1082295.jpg,https://www.npostart.nl/mijn-beste-vriend-marlon/POW_03877092,2
1127,1127,Soundtrack van de Bevrijding ,Muziekkenner Leo Blokhuis neemt je vanuit Hotel de Wereld mee op een muzikale reis door de oorlogsjaren en toont bijzondere verhalen die schuilgaan achter bekende en minder bekende liedjes.,https://images.npo.nl/header/2560x1440/1513128.jpg,https://www.npostart.nl/soundtrack-van-de-bevrijding/POMS_S_KN_16361702,6
1128,1128,Levenslucht - een week op de IC tijdens corona ,Filmmaker Jessica Villerius volgt artsen en specialisten op Intensive Cares in drie Nederlandse ziekenhuizen.,https://images.npo.nl/header/2560x1440/levenslucht4_cdn_header-1587201855.png,https://www.npostart.nl/levenslucht-een-week-op-de-ic-tijdens-corona/POMS_S_BV_16056867,7
1129,1129,Rot op met je milieu ,Presentator Dennis van der Geest confronteert zes mensen met een uitgesproken mening over duurzaamheid met de impact van hun eigen gedrag op het milieu.,https://images.npo.nl/header/2560x1440/Rot_op_met_je_milieu__EO__-_Groep_001_cdn_header-1590043639.jpg,https://www.npostart.nl/rot-op-met-je-milieu/VPWON_1265767,2
1130,1130,Pieter Konijn ,Animatieserie over de avonturen van Pieter Konijn.,https://images.npo.nl/header/2560x1440/646347.jpg,https://www.npostart.nl/pieter-konijn/POW_00890545,8
1131,1131,Zadelpijn ,Wat doe je als tijdens 'de jaarlijkse fietsvakantie met de meiden' blijkt dat je beste vriendin vreemdgaat met je eigen vent? De relaties komen flink onder druk te staan.,https://images.npo.nl/header/2560x1440/zadelpijn_cdn_header-1589987405.jpg,https://www.npostart.nl/zadelpijn/POMS_S_KRO_3845658,10
1132,1132,Sanditon ,"In het Engeland van de 19e eeuw verruilt de jonge Charlotte Heywood haar leven op het platteland voor een avontuur in Sanditon, dat een populaire badplaats moet worden. Er gaat een wereld voor haar open, maar al snel blijken sommige inwoners er een verborgen agenda op na te houden. Charlotte moet zich staande zien te houden in een wereld vol intrige, waar ze misschien ook wel de liefde vindt.",https://images.npo.nl/header/2560x1440/Wk-4-Sanditon-scaled_cdn_header-1594898202.png,https://www.npostart.nl/sanditon/POW_04645198,6
1133,1133,Dossier maatschappijleer ,"Maatschappelijke vraagstukken vanuit de domeinen: rechtsstaat, parlementaire democratie, verzorgingsstaat en pluriforme samenleving.",https://images.poms.omroep.nl/image/s2560/c2560x1440/133534.jpg,https://www.npostart.nl/dossier-maatschappijleer/POMS_S_NTR_059959,0
1134,1134,Cold Feet ,"Cold Feet is een scherpzinnige komedie die gaat over vriendschap, relaties en ouderschap.",https://images.npo.nl/header/2560x1440/FLOWERGROUP_cdn_header-1587201428.jpg,https://www.npostart.nl/cold-feet/POW_03175672,2
1135,1135,Hollands Welvaren ,"Na de succesvolle eerste reeks van Hollands Welvaren, begeeft documentairemaker Michiel van Erp zich in dit nieuwe seizoen op en rond de werkvloer. Hij portretteert in zeven afleveringen gedreven Nederlanders in hun werkzame leven. Over gekozen en gedwongen wendingen in je werk en het najagen van je passie. Vanaf 26 februari op NPO1.",https://images.npo.nl/header/2560x1440/Schermafbeelding_2015-02-12_om_17.27.15_cdn_header-1589970321.png,https://www.npostart.nl/hollands-welvaren/POMS_S_VPRO_168359,2
1136,1136,NTR Podium ,"NTR Podium: hét tv programma over klassieke muziek, dans en opera",https://images.npo.nl/header/2560x1440/NTR_podium_header_cdn_header-1589933011.jpg,https://www.npostart.nl/ntr-podium/POMS_S_NTR_059955,11
1137,1137,Waarom haten ze ons? ,Documentaire tweeluik waarin Gideon Levy van binnenuit onderzoekt hoe Joden omgaan met de gevolgen van antisemitisme en wat trauma's met hen doen.,https://images.npo.nl/header/2560x1440/827161.jpg,https://www.npostart.nl/waarom-haten-ze-ons/VPWON_1266959,0
1138,1138,Vreemdgaan met Filemon ,"Hoe zijn we monogaam geworden en waarom zijn we zo gehecht aan monogamie? In Vreemdgaan met Filemon onderzoekt Filemon Wesselink de monogame cultuur waarin wij leven. Het huwelijk is nog steeds de meest populaire samenlevingsvorm, terwijl meer dan één derde het huwelijk niet overleefd. Hoe komen we aan dat dwingende beeld van trouw aan een partner? En moeten we daaraan vasthouden of het loslaten? Van de invloed van Hollywood tot de invloed van monarchie: Filemon neemt het onder de loep.",https://images.npo.nl/header/2560x1440/filemonwesselink-cr-michelschnater3-592809_cdn_header-1587169737.jpg,https://www.npostart.nl/vreemdgaan-met-filemon/BV_101393614,1
1139,1139,NOS Mijn Sportzomer ,,https://images.npo.nl/header/2560x1440/NOS-Sportzomer-persfoto-c-S.heijdendael_cdn_header-1594312506.jpg,https://www.npostart.nl/nos-mijn-sportzomer/NOSSportzomer,2
1140,1140,Vechtershart ,"Voormalig kickbokskampioen Nick Roest is na een gevangenisstraf van 4 jaar vastbesloten om zich weer terug te knokken naar de top. Hij weet dat hij alleen een kans maakt als hij weer kan trainen in de sportschool van zijn vader, maar die lijkt voorgoed met hem gebroken te hebben.",https://images.npo.nl/header/2560x1440/vechtershart_cdn_header-1590050919.jpg,https://www.npostart.nl/vechtershart/BNN_101382563,7
1141,1141,Tel je zegeningen! ,Jesse Brandsen gaat op zoek naar waar Nederland dankbaar voor is.,https://images.npo.nl/header/2560x1440/1292160.jpg,https://www.npostart.nl/tel-je-zegeningen/VPWON_1311588,12
1142,1142,Zeg 'ns Aaa ,"Van 1981 tot 13 februari 1993 volgen vijf tot zes miljoen mensen wekelijks de gebeurtenissen in de huisartsenpraktijk van dokter Lydie van der Ploeg. Publiekslieveling is huishoudster Mien Dobbelsteen, die zich overal mee bemoeit in haar Amsterdams accent.",https://images.npo.nl/header/2560x1440/bqt8lhcie0qe_cdn_header-1615210355.jpg,https://www.npostart.nl/zeg-ns-aaa/BV_101398881,0
1143,1143,NTR KORT! ,"Filmproject van NTR, het Nederlands Filmfonds, het Mediafonds en CoBO waarvoor nieuwe en gevestigde regisseurs en scenaristen uit Nederland en Vlaanderen de kans om korte fictiefilms te maken. KORT! bestaat uit tien korte fictiefilms met een lengte tussen de 5 en 10 minuten. Ook animatiefilmprojecten kunnen aan KORT! deelnemen.",https://www-assets.npo.nl/uploads/media_item/media_item/374/88/Kippenkracht_header_collection_large-1606742242.jpg,https://www.npostart.nl/ntr-kort/VPWON_1257908,12
1144,1144,100% Hindoe? ,Het hindoeïsme kent een bibliotheek aan geschriften. Narsingh Balwantsingh onderzoekt wat de traditie zegt en hoe strak hij en andere hindoes in Nederland omgaan met de regels van het geloof. Wanneer wordt de religie als inspiratie ervaren en wanneer leidt deze tot verdriet?,https://images.npo.nl/header/2560x1440/799796.jpg,https://www.npostart.nl/100-hindoe/VPWON_1259557,12
1145,1145,Two Raging Grannies ,"Gewapend met humor en bewonderenswaardige levenslust trekken Shirley (85) en Hilda (91) op hun scootmobiel door de Verenigde Staten, op zoek naar antwoorden op hun vragen over de huidige economie.",https://images.npo.nl/header/2560x1440/552527.jpg,https://www.npostart.nl/two-raging-grannies/POMS_S_BOS_739426,2
1146,1146,The Bee Gees: How Can You Mend a Broken Heart? ,Tien jaren na de Beatles werden ze als waardige opvolgers gezien: The Bee Gees. Deze documentaire blikt terug op een roemrucht verleden.,https://images.npo.nl/header/2560x1440/1646456.jpg,https://www.npostart.nl/the-bee-gees-how-can-you-mend-a-broken-heart/POMS_S_NTR_16724458,4
1147,1147,NOS op 3 Special ,Diverse nieuwsspecials van NOS op 3 met betrekking tot actuele onderwerpen.,https://images.npo.nl/header/2560x1440/1072754.jpg,https://www.npostart.nl/nos-op-3-special/NOSop3Special,5
1148,1148,Blauw Bloed ,Royaltyprogramma met nieuws en achtergronden rond koninklijke families in binnen- en buitenland. Presentatie: Jeroen Snel.,https://images.npo.nl/header/2560x1440/ANP-32336328_cdn_header-1590020000.jpg,https://www.npostart.nl/blauw-bloed/VPWON_1257874,2
1149,1149,Dierenpark ,"9-delige serie programma's waarin Anniko van Santen en Henk Lommers elk een dierenpark in Nederland en in het buitenland bezoeken. Te zien is hoe zij op allerlei gebied meehelpen achter de schermen. Anniko bijvoorbeeld gaat een vleermuizengrot schoonmaken, weegt dolfijnen, geeft papegaaien te eten, een leeuwenwelpje de fles, loopt tussen jonge bruine beren, speelt met tamme ooievaars en maakt verblijven van de dieren schoon. Voor Henk geldt hetzelfde, hoewel het accent bij hem op het medische vlak ligt. Hij smeert bijvoorbeeld reuzenschildpadden in met zalf, helpt mee om een hert in de bergen in Oostenrijk te opereren na een gevecht, neemt bloed af en maakt een echo van een reuzenvaraan, helpt mee de snavel van een pinquïn bij te vijlen en geeft wolvenwelpjes de fles. Ook hij maakt veel verblijven schoon, maakt eten klaar, en doet andere zaken als het wegen van roofvogels. In iedere uitzending zit een kijkersvraag, een vraag over een diersoort. Er zijn toegangskaarten voor dierentuinen te winnen en - als men girafpashouder is - ook een dagje meehelpen in een Nederlandse dierentuin.",https://images.npo.nl/header/2560x1440/743543.jpg,https://www.npostart.nl/dierenpark/POMS_S_AVRO_096661,2
1150,1150,De proefkeuken ,"Je stopt dagelijks van alles in je mond, maar weet je ook wat er precies in je favoriete snoepjes en snacks zit? Waar is al dat lekkers eigenlijk van gemaakt en kun je dat ook zelf maken? Pieter Hulst en Willem Voogd gaan de uitdaging aan, en doen er zelfs een schepje bovenop. Zou je ook haaien-vissticks kunnen maken? En kroepoek van insecten?",https://images.npo.nl/header/2560x1440/Proefkeuken2_cdn_header-1636018490.jpg,https://www.npostart.nl/de-proefkeuken/VPWON_1250529,2
1151,1151,De Zwangerschapstest ,"Wat weet Nederland over conceptie, gender reveals, baby virals en alles wat daar tussen in zit? Wie mag zich de winnaar van De Zwangerschapstest noemen?",https://images.npo.nl/header/2560x1440/De_zwangerschapstest_cdn_header-1623662611.jpg,https://www.npostart.nl/de-zwangerschapstest/POMS_S_AT_15762636,12
1152,1152,Verboden Liefde ,"We volgen bijzondere koppels in aanloop naar en tijdens een speciaal moment van betekenis in hun relatie, van samenwonen tot een bruiloft. Ze hebben allen één ding gemeen; iemand in hun directe omgeving is het niet eens met de relatie. Hoe overwinnen deze stellen die weerstand tegen hun liefde?",https://images.npo.nl/header/2560x1440/verboden_liefde_cdn_header-1615465764.jpg,https://www.npostart.nl/verboden-liefde/POW_04935367,1
1153,1153,NOS 60 jaar Oranje op tv ,"Sinds het prille begin van de televisie maakt de NOS programma's over het Koninklijk Huis. De kijkers hebben de Oranjes zich zien verloven en trouwen en in interviews heeft Nederland hen beter leren kennen. Ook de verdrietige momenten zijn op de televisie te zien, zoals bij begrafenissen van leden van de koninklijke familie. De afgelopen 60 jaar heeft veel memorabele televisiemomenten opgeleverd. Aan de hand van beelden uit het rijke archief en verhalen van direct betrokkenen van toen en nu wordt de geschiedenis van het Koninklijk Huis en de rol van het medium televisie daarin in beeld gebracht. Presentator Koos Postema spreekt onder meer met Rudolf Spoor, regisseur van de traan van Máxima, en met oud-directeur van de Rijksvoorlichtingsdienst Eef Brouwers. Maar ook Sanne - koningin Beatrix - Wallis de Vries, royaltydeskundige Peter van der Vorst en Carlo - Willem-Alexander - Boszhard komen aan het woord. Koos Postema ontvangt op paleis Soestdijk programmamakers die achter de schermen betrokken waren bij uitzendingen rondom de Oranjes. Een aantal van die betrokkenen vertelt voor het eerst publiekelijk over de totstandkoming van koninklijke programma's in het algemeen en hun rol in het bijzonder. Afl.: De troonswisseling. 'Voor ieder mens is er een tijd gekomen'. Zo begint koningin Juliana haar televisietoespraak op 31 januari 1980 waarin ze bekend maakt dat haar dochter Beatrix op 30 april van datzelfde jaar koningin zal worden. Op 30 april treft de nieuwe koningin een weinig feestelijke hoofdstad aan. Kunnen de festiviteiten wel doorgaan temidden van krakers en rookbommen? Een reconstructie van de bekendmaking van de troonswisseling en van de verslaggeving rond de inhuldiging zelf. Met oud-verslaggever Marijn de Koning, regisseur Martijn Lindenberg (destijds ingevlogen vanaf de Olympische Spelen in Lake Placid), oud-directeur NOS Televisie Ed van Westerloo en toenmalig eindredacteur van de NOS Kees van Langeraad. Ook Koos Postema zelf was op 30 april 1980 als verslaggever op de Dam aan het werk. Presentatie: Koos Postema.",https://images.npo.nl/header/2560x1440/379146.jpg,https://www.npostart.nl/nos-60-jaar-oranje-op-tv/POMS_S_NOS_123135,5
1154,1154,Land van Aankomst ,Documentaireserie die laat zien hoe de immigratie vanaf de jaren vijftig tot in onze tijd Europa onomkeerbaar veranderde. Hoe beleven Europese samenlevingen de moderne immigratie? Hoe gaan we om met alle verschillen en conflicten? En hoe verwerken we het 'verlies van onze vertrouwde wereld'?,https://images.npo.nl/header/2560x1440/632658.jpg,https://www.npostart.nl/land-van-aankomst/POMS_S_NTR_462369,1
1155,1155,generated title (MSE-2717) ,,https://images.npo.nl/header/2560x1440/105983.jpg,https://www.npostart.nl/generated-title-mse-2717/VARA_101305171,2
1156,1156,Zapp Kids Top 20 ,De top 20 is gebaseerd op een unieke hitlijst die kinderen (van 6 tot 12 jaar) zelf samenstellen door te stemmen via de website.,https://images.npo.nl/header/2560x1440/stefania-chantalantonides-05683_cdn_header-1630066305.jpg,https://www.npostart.nl/zapp-kids-top-20/AT_2045908,10
1157,1157,De bende van Oss ,"Historisch misdaaddrama, gebaseerd op waargebeurde feiten over de bende van Oss die heel Nederland jarenlang in zijn greep hield en de val van het laatste vooroorlogse kabinet veroorzaakte.",https://images.npo.nl/header/2560x1440/874178.jpg,https://www.npostart.nl/de-bende-van-oss/POMS_S_NTR_7720666,12
1158,1158,Het echte leven in de dierentuin,"We beleven het 24 uursgevoel van de dieren binnen de muren van de dierentuin. Bepalend is de cameratechniek, die overal achter de schermen en buiten het zicht van het publiek het leven van de dieren laat zien.",https://images.npo.nl/header/2560x1440/1589501.jpg,https://www.npostart.nl/het-echte-leven-in-de-dierentuin/VPWON_1296821,1
1159,1159,Vrij zijn ,,,https://www.npostart.nl/vrij-zijn/POMS_S_AVRO_3840155,2
1160,1160,Samascha ,OHM TV zendt een actualiteiten- en achtergrondprogramma uit met als titel “Samascha”.,https://images.npo.nl/header/2560x1440/516863.jpg,https://www.npostart.nl/samascha/POMS_S_OHM_417886,11
1161,1161,Missie MAX ,"Uitgezonden militairen, politiefunctionarissen en hun thuisfront krijgen een hart onder de riem tijdens de feestdagen.",https://images.npo.nl/header/2560x1440/Missie_Max_cdn_header-1590056682.jpg,https://www.npostart.nl/missie-max/POW_03384874,0
1162,1162,Gesneuveld ,Een filmisch monument van Robert Oey voor soldaten die ver van huis en familie hun leven verloren om in een ander werelddeel vrede te bevechten. Over de families die achterbleven en hun rouw die nooit eindigt.,https://images.npo.nl/header/2560x1440/881471.jpg,https://www.npostart.nl/gesneuveld/POMS_S_HUMAN_8134150,10
1163,1163,Boer zoekt Vrouw ,Datingprogramma waarin een aantal vrijgezelle boeren op zoek gaan naar de liefde.,https://images.npo.nl/header/2560x1440/SL_Boer_zoekt_vrouw_lage_resolutie_seizoen_2022_cdn_header-1645607524.png,https://www.npostart.nl/boer-zoekt-vrouw/KN_1683530,12
1164,1164,Vader is zo stil de laatste tijd ,Een persoonlijke ontdekkingstocht naar het ouder worden.,https://images.npo.nl/header/2560x1440/306219.jpg,https://www.npostart.nl/vader-is-zo-stil-de-laatste-tijd/POMS_S_MAX_451047,7
1165,1165,Studio Snugger ,Showprogramma waarin vliegensvlug onderwerpen uit de wereldoriëntatie voorbijkomen. In de studio staat de vraag centraal of het waar is of niet. Is het 'kletspraat'?,https://images.npo.nl/header/2560x1440/NTR08384_cdn_header-1590048709.jpg,https://www.npostart.nl/studio-snugger/VPWON_1251200,10
1166,1166,Lachen met de TROS ,"De TROS zet deze zomer haar schatkamer van de lach wagenwijd open. Rechtstreeks uit het rijke archief: een bonte verzameling fragmenten, voorzien van commentaar door de makers en hoofdrolspelers. Een ding hebben de fragmenten gemeen: ze zijn allemaal om te lachen. Presentatie: Reinout Oerlemans.",https://images.poms.omroep.nl/image/s2560/c2560x1440/132899.jpg,https://www.npostart.nl/lachen-met-de-tros/POMS_S_TROS_098822,2
1167,1167,"Familie, geloof en hoop ","In deze driedelige serie worden de homoseksuele Nassiri, Souad, Mohamed en Abdellah gevolgd in hun missie om homoseksualiteit binnen de Marokkaanse cultuur zichtbaarder te maken. Met als credo 'Wat je ziet, kun je niet negeren' worden achtereenvolgens de thema's 'familie', 'geloof' en 'hoop' onder de loep genomen. In deze serie wordt het onderwerp moedig en zeer openhartig door de betrokkenen besproken.",https://images.npo.nl/header/2560x1440/900673.jpg,https://www.npostart.nl/familie-geloof-en-hoop/VPWON_1272723,0
1168,1168,De Week van Filemon ,De publieke omroepen moeten bezuinigen. Filemon Wesselink heeft daarom besloten dat De Week van Filemon goedkoper moest. Hoe? Door alles zélf te filmen. Met een bekende en interessante Nederlander.,https://images.npo.nl/header/2560x1440/week_van_filemon_cdn_header-1589883931.jpg,https://www.npostart.nl/de-week-van-filemon/POMS_S_BNN_123420,1
1169,1169,De laatste Downer ,In het EO-programma 'De Laatste Downer' speuren special reporters Sjoerd Fleur en Eveline Kamperman naar de nieuwste mogelijkheden om het syndroom van Down vroegtijdig op te sporen.,https://images.npo.nl/header/2560x1440/De_laatste_Downer_cdn_header-1590013813.jpg,https://www.npostart.nl/de-laatste-downer/VPWON_1260607,0
1170,1170,Schatten van de Snoge ,,https://images.npo.nl/header/2560x1440/38893.jpg,https://www.npostart.nl/schatten-van-de-snoge/POMS_S_JOODSEOMROEP_170629,2
1171,1171,3 Vragen Aan ,In 3 Vragen Aan stellen wij drie vragen die jij wíl weten aan jouw favo NPO 3-gezichten.,https://images.npo.nl/header/2560x1440/960598.jpg,https://www.npostart.nl/3-vragen-aan/POMS_S_NPO_11226816,3
1172,1172,Wat zou jij doen... ,Talkshow waarin kinderen discussiëren over verschillende maatschappelijke dilemma's. Naast eigen kennis en ervaring blijken ook andere informatiebronnen belangrijk te zijn om een goed oordeel te vormen.,https://images.npo.nl/header/2560x1440/1087260.jpg,https://www.npostart.nl/wat-zou-jij-doen/POMS_S_NTR_124328,10
1173,1173,Zappsport EK Voetbal ,Ron Boszhard volgt het Nederlands Elftal op de voet tijdens het EK Voetbal. Hij test de sportiviteit van onze Oranjehelden met spelletjes en voert bijzondere gesprekken met de spelers. Verder verrassende EK-nieuwtjes en aandacht voor de Oranjekoorts in ons land.,https://images.npo.nl/header/2560x1440/Zappsport_ek_2021_cdn_header-1623074705.png,https://www.npostart.nl/zappsport-ek-voetbal/AT_2130873,12
1174,1174,Rechts in beeld ,"Frans Bromet gaat op zoek naar vertegenwoordigers van verschillende rechtse stromingen, opiniemakers en partijen. Hij wil weten hoe hun beeld van het toekomstige Nederland eruit ziet. Waar staan ze voor in plaats van waar zijn ze tegen? ""Ik hoop positief verrast te worden, ik sta overal voor open.""",https://images.npo.nl/header/2560x1440/still13_cdn_header-1613208648.png,https://www.npostart.nl/rechts-in-beeld/VPWON_1324441,12
1175,1175,"I, Tonya ",Kunstschaatster Tonya beraamt een plan om wraak te nemen op haar grootste concurrente: de engelachtige Nancy Kerrigan. Eén van de grootste Amerikaanse sportschandalen is geboren.,https://images.npo.nl/header/2560x1440/1312430.jpg,https://www.npostart.nl/i-tonya/POMS_S_NTR_15710537,2
1176,1176,Fort Boyard ,Spelprogramma waarin zes teams van Bekende Nederlanders tegen elkaar strijden om de felbegeerde Fort Boyard Trofee.,https://images.npo.nl/header/2560x1440/2012_FORT_BOYARD_-_by_JeeWee_-_076_cdn_header-1589906799.jpg,https://www.npostart.nl/fort-boyard/POMS_S_AVRO_120095,14
1177,1177,NOS Journaal Regio ,"Regionaal nieuws met landelijke uitstraling, gemaakt door de NOS en de regionale omroepen.",https://images.npo.nl/header/2560x1440/RegioJournaal_cdn_header-1625729615.jpg,https://www.npostart.nl/nos-journaal-regio/NOSJrnlRegio,5
1178,1178,Dit is OG3NE ,Registratie van het concert Three Times A Lady van OG3NE waarmee de zussen het afgelopen door ons land zaal na zaal hebben platgezongen.,https://images.npo.nl/header/2560x1440/941086.jpg,https://www.npostart.nl/dit-is-og3ne/POMS_S_AVRO_8725440,9
1179,1179,Anti Pest Club ,Presentatrice Anne-Mar Zwart gaat langs bij basisschool klassen waar gepest wordt. De Anti Pest Club wil er samen met de hele klas voor zorgen dat de sfeer verandert en iedereen met plezier naar school gaat.,https://images.npo.nl/header/2560x1440/799833.jpg,https://www.npostart.nl/anti-pest-club/VPWON_1262427,0
1180,1180,Bloedbroeders ,"Hoe komen drie schooljongens tot een gruwelijke daad? Kleine crimineel Ronnie schuilt bij Arnout en Victor op zolder. De jongens vinden het wel grappig, tot Ronnie een last wordt en hij hen chanteert.",https://images.npo.nl/header/2560x1440/760546.jpg,https://www.npostart.nl/bloedbroeders/POMS_S_AVRO_3889194,2
